order_id,order_date,customer_name,ciudad_cliente,product_name,category,manufacturer,quantity,unit_price_cop,ingreso_neto_item
624,,Valentina Flores,Pereira,SunDigital Lite 2,Audio,SunDigital,1,4391740.0,4391740.0
624,,Valentina Flores,Pereira,BlueWave Max 1S,Telefonos,BlueWave,1,435800.22,414010.209
624,,Valentina Flores,Pereira,SmartGear Air 6+,Tablets,SmartGear,3,,
624,,Valentina Flores,Pereira,SmartGear Go 8,Accesorios,SmartGear,2,,
625,2024-12-24,Lucía López,Ibagué,BlueWave Pro 5S,Tablets,BlueWave,1,,
626,,Andrés Hernández,Ibagué,AlphaMobile Lite 3S,Tablets,AlphaMobile,2,,
626,,Andrés Hernández,Ibagué,UrbanTech Go 1S,Accesorios,UrbanTech,3,3597851.38,10253876.433
626,,Andrés Hernández,Ibagué,SmartGear Lite 8+,Audio,SmartGear,2,622.826,1183.3694
627,,Ana Rodríguez,Cali,QuantumX X 3S,Telefonos,QuantumX,3,2293514.0,6192487.8
627,,Ana Rodríguez,Cali,MegaDevices Lite 8,Telefonos,MegaDevices,2,598140.0,1196280.0
627,,Ana Rodríguez,Cali,SmartGear Max 3,Tablets,SmartGear,1,4581655.0,4581655.0
628,,Lucía López,Ibagué,TecnoPlus Max 1,Telefonos,Tecno+,1,3603211.0,3062729.35
628,,Lucía López,Ibagué,MegaDevices Go 4+,Accesorios,MegaDevices,1,1632530.0,1632530.0
628,,Lucía López,Ibagué,BlueWave X 1S,Audio,BlueWave,1,,
629,,Sara García,Bucaramanga,SunDigital Air 2,Accesorios,SunDigital,2,2771120.0,5542240.0
630,,Ana Rodríguez,Cali,BlueWave Pro 8+,Wearables,BlueWave,3,387487.0,1046214.9
630,,Ana Rodríguez,Cali,TecnoPlus Pro 8,Telefonos,TecnoPlus,3,,
631,,Carlos Torres,Pereira,UrbanTech Pro 6,Accesorios,UrbanTech,2,2898043.95,5216479.11
631,,Carlos Torres,Pereira,NeoGadgets Lite 7+,Wearables,NeoGadgets,1,4105871.26,4105871.26
632,,Jorge Martínez,Medellín,QuantumX Lite 8S,Tablets,QuantumX,2,3205747.39,5770345.302
632,,Jorge Martínez,Medellín,ElectroNova X 3S,Accesorios,ElectroNova,3,,
632,,Jorge Martínez,Medellín,ElectroNova Air 9,Accesorios,ElectroNova,2,226.448,452.896
633,,Sara López,Bucaramanga,SunDigital Pro 9S,Audio,SunDigital,2,1271127.0,2288028.6
633,,Sara López,Bucaramanga,SmartGear Max 3,Tablets,SmartGear,3,,
633,,Sara López,Bucaramanga,SmartGear Go 8,Accesorios,SmartGear,1,3725184.0,3538924.8
634,,Jorge Hernández,Bucaramanga,QuantumX X 3S,Telefonos,QuantumX,1,2293514.0,2178838.3
635,,María Díaz,Villavicencio,SmartGear Go 8+,Accesorios,SmartGear,3,,
635,,María Díaz,Villavicencio,SmartGear Lite 7S,Audio,SmartGear,1,880653.0,880653.0
635,,María Díaz,Villavicencio,UrbanTech Go 3S,Accesorios,UrbanTech,2,,
635,,María Díaz,Villavicencio,SunDigital Lite 1+,Telefonos,SunDigital,3,,
636,,Ana Torres,Ibagué,SmartGear Lite 7S,Audio,SmartGear,2,880653.0,1497110.0999999999
636,,Ana Torres,Ibagué,AlphaMobile Air 7+,Telefonos,AlphaMobile,1,,
636,,Ana Torres,Ibagué,AlphaMobile Max 8+,Audio,Alpha Mobile,2,416.14,790.6659999999999
636,,Ana Torres,Ibagué,SmartGear X 7+,Wearables,SmartGear,2,4530553.0,9061106.0
637,,Andrés Rodríguez,Villavicencio,ElectroNova Air 9,Accesorios,ElectroNova,1,226448.0,215125.59999999998
638,,Paula Flores,Cartagena,MegaDevices X 2+,Audio,MegaDevices,3,1647274.86,4694733.351
639,2023-01-18,Juan García,Bucaramanga,UrbanTech Lite 6+,Audio,UrbanTech,2,935.324,1777.1155999999999
639,2023-01-18,Juan García,Bucaramanga,SmartGear Go 2S,Wearables,SmartGear,2,467.438,934.876
639,2023-01-18,Juan García,Bucaramanga,ElectroNova Go 6,Telefonos,Electro Nova,1,3427432.23,3427432.23
640,,Lucía Martínez,Cartagena,NeoGadgets Go 6,Wearables,NeoGadgets,1,561.349,533.28155
640,,Lucía Martínez,Cartagena,BlueWave X 1S,Audio,BlueWave,2,,
640,,Lucía Martínez,Cartagena,MegaDevices Lite 9,Audio,MegaDevices,1,2094563.0,1989834.8499999999
640,,Lucía Martínez,Cartagena,MegaDevices Pro 9+,Tablets,MegaDevices,3,3703130.0,10553920.5
641,,María Pérez,Cartagena,TecnoPlus Max 1,Wearables,Tecno+,1,,
641,,María Pérez,Cartagena,SunDigital X 7+,Audio,SunDigital,2,,
641,,María Pérez,Cartagena,NeoGadgets Lite 2+,Accesorios,NeoGadgets,1,891919.49,891919.49
642,,Valentina López,Bucaramanga,MegaDevices Pro 5+,Audio,MegaDevices,1,2224256.0,1890617.5999999999
643,,Juan Flores,Bogota,ElectroNova Air 4+,Wearables,ElectroNova,2,3541120.51,7082241.02
644,,María García,Bogotá,MegaDevices X 2+,Audio,MegaDevices,1,,
645,,María Flores,Barranquila,AlphaMobile Go 9+,Accesorios,AlphaMobile,3,,
645,,María Flores,Barranquila,SmartGear X 7+,Tablets,SmartGear,2,1518588.0,2733458.4
645,,María Flores,Barranquila,SmartGear Lite 7S,Audio,SmartGear,2,880653.0,1497110.0999999999
645,,María Flores,Barranquila,SmartGear Max 3,Tablets,SmartGear,1,4581655.0,4123489.5
646,2024-02-19,Jorge Martínez,Pereira,NeoGadgets Go 6,Wearables,NeoGadgets,2,561.349,1122.698
646,2024-02-19,Jorge Martínez,Pereira,UrbanTech Air 5+,Wearables,UrbanTech,1,,
646,2024-02-19,Jorge Martínez,Pereira,SmartGear Max 8,Accesorios,SmartGear,3,4824854.0,14474562.0
646,2024-02-19,Jorge Martínez,Pereira,NeoGadgets Max 3+,Tablets,NeoGadgets,2,,
647,,Luis Gómez,Cartagena,UrbanTech X 8,Telefonos,UrbanTech,3,1934925.0,5514536.25
647,,Luis Gómez,Cartagena,SunDigital Air 1+,Telefonos,SunDigital,3,3440466.0,9805328.1
648,,María López,Villavicencio,ElectroNova Lite 8+,Wearables,ElectroNova,2,4303593.0,8607186.0
648,,María López,Villavicencio,QuantumX Pro 2+,Telefonos,QuantumX,1,2985680.0,2985680.0
648,,María López,Villavicencio,ElectroNova Air 3,Audio,ElectroNova,3,630.596,1797.1986
648,,María López,Villavicencio,SmartGear Max 1S,Telefonos,SmartGear,2,,
649,,Felipe García,Barranquilla,BlueWave Pro 7+,Wearables,BlueWave,3,1117767.0,3353301.0
649,,Felipe García,Barranquilla,SmartGear Max 7+,Wearables,Smart Gear,3,4824000.2,14472000.600000001
649,,Felipe García,Barranquilla,BlueWave Lite 5+,Tablets,BlueWave,1,2205621.0,1985058.9000000001
649,,Felipe García,Barranquilla,MegaDevices Air 7S,Audio,MegaDevices,2,2544378.0,5088756.0
650,2024-01-16,Valentina Rodríguez,Medellín,QuantumX Max 9+,Audio,QuantumX,3,2945109.26,7951795.001999999
650,2024-01-16,Valentina Rodríguez,Medellín,BlueWave Go 8,Wearables,BlueWave,2,4914749.0,9338023.1
650,2024-01-16,Valentina Rodríguez,Medellín,QuantumX Lite 4S,Tablets,QuantumX,3,3657688.0,9327104.4
651,,Paula García,Bucaramanga,ElectroNova Air 4+,Wearables,ElectroNova,2,3541120.0,6374016.0
651,,Paula García,Bucaramanga,MegaDevices X 3,Accesorios,MegaDevices,3,,
651,,Paula García,Bucaramanga,NeoGadgets Lite 7+,Wearables,NeoGadgets,3,4105871.0,12317613.0
651,,Paula García,Bucaramanga,QuantumX X 7+,Wearables,QuantumX,1,3020969.0,2869920.55
652,,Ana Gómez,Villavicencio,UrbanTech Pro 4S,Telefonos,UrbanTech,1,3998434.0,3598590.6
653,, Paula Castro ,Ibagué,AlphaMobile X 5+,Telefonos,AlphaMobile,3,2087168.0,5635353.600000001
653,, Paula Castro ,Ibagué,MegaDevices Pro 5+,Audio,MegaDevices,1,2224256.0,2224256.0
653,, Paula Castro ,Ibagué,UrbanTech Air 5+,Wearables,UrbanTech,2,,
654,2023-03-10,Ana Flores,Bogota,AlphaMobile Lite 3S,Tablets,AlphaMobile,1,4548690.0,4321255.5
654,2023-03-10,Ana Flores,Bogota,SmartGear X 7+,Wearables,SmartGear,1,,
654,2023-03-10,Ana Flores,Bogota,BlueWave Max 9,Wearables,BlueWave,2,521.205,886.0485
654,2023-03-10,Ana Flores,Bogota,UrbanTech X 7,Wearables,UrbanTech,3,,
655,2024-06-28,Paula López,Pereira,MegaDevices X 2S,Audio,MegaDevices,2,3809560.0,7619120.0
656,,Juan Díaz,Ibagué,UrbanTech Air 5+,Wearables,UrbanTech,3,3976287.0,10139531.85
656,,Juan Díaz,Ibagué,ElectroNova Air 7+,Tablets,ElectroNova,1,,
657,,María López,Villavicencio,MegaDevices Max 9S,Tablets,MegaDevices,1,957801.0,862020.9
657,,María López,Villavicencio,ElectroNova Max 7S,Accesorios,Electro Nova,3,4304051.0,12912153.0
657,,María López,Villavicencio,SunDigital X 7+,Audio,SunDigital,1,4340127.0,3689107.9499999997
658,2023-10-10,Juan Díaz,Ibagué,AlphaMobile Lite 3S,Tablets,AlphaMobile,3,4548690.53,13646071.59
659,,Andrés Castro,Cartagena,SunDigital Lite 4+,Audio,SunDigital,1,3755969.96,3755969.96
659,,Andrés Castro,Cartagena,NeoGadgets X 4S,Audio,NeoGadgets,3,,
660,,Andrés Rodríguez,Ibagué,UrbanTech Lite 9+,Tablets,UrbanTech,2,1133688.0,2040638.4000000001
661,,Felipe Hernández,Cali,UrbanTech Lite 5,Audio,UrbanTech,1,,
662,,Camilo García,Villavicencio,SmartGear Pro 7,Tablets,Smart Gear,2,1413163.0,2543693.4
662,,Camilo García,Villavicencio,BlueWave Lite 5+,Tablets,BlueWave,3,,
663,2023-11-09,Andrés Díaz,Villavicencio,TecnoPlus Pro 8,Telefonos,TecnoPlus,3,3645464.0,10936392.0
663,2023-11-09,Andrés Díaz,Villavicencio,UrbanTech Max 1S,Accesorios,UrbanTech,1,4309212.0,4309212.0
663,2023-11-09,Andrés Díaz,Villavicencio,BlueWave X 9+,Telefonos,BlueWave,3,3707915.55,10011371.985
663,2023-11-09,Andrés Díaz,Villavicencio,MegaDevices Lite 3,Telefonos,MegaDevices,3,1259263.0,3211120.65
664,,Jorge Ramírez,Cartagena,TecnoPlus Lite 9S,Wearables,TecnoPlus,3,737726.0,1991860.2
664,,Jorge Ramírez,Cartagena,NeoGadgets Air 3,Audio,NeoGadgets,3,4268214.96,12164412.635999998
664,,Jorge Ramírez,Cartagena,TecnoPlus X 3,Tablets,TecnoPlus,2,1722358.0,3444716.0
664,,Jorge Ramírez,Cartagena,TecnoPlus Pro 7+,Accesorios,TecnoPlus,1,,
665,,Lucía Pérez,Villavicencio,SmartGear Max 9,Wearables,SmartGear,2,352225.0,598782.5
665,,Lucía Pérez,Villavicencio,TecnoPlus Air 5,Tablets,TecnoPlus,1,1301560.0,1106326.0
665,,Lucía Pérez,Villavicencio,BlueWave X 1+,Tablets,BlueWave,1,4167788.0,3959398.5999999996
665,,Lucía Pérez,Villavicencio,UrbanTech Lite 2S,Wearables,UrbanTech,3,357.837,1019.8354499999999
666,2023-01-14,Felipe Flores,Cali,TecnoPlus X 3,Tablets,TecnoPlus,2,1722358.0,3272480.1999999997
666,2023-01-14,Felipe Flores,Cali,SmartGear Air 6,Telefonos,Smart Gear,1,,
667,,Carlos Ramírez,Ibagué,BlueWave Air 9+,Audio,BlueWave,3,3565005.88,10695017.64
667,,Carlos Ramírez,Ibagué,AlphaMobile Go 9+,Accesorios,AlphaMobile,2,1052897.0,2105794.0
668,,Lucía López,Manizales,BlueWave X 8S,Wearables,BlueWave,3,1375195.0,4125585.0
668,,Lucía López,Manizales,BlueWave Pro 7+,Wearables,BlueWave,1,1117767.11,1061878.7545
668,,Lucía López,Manizales,SmartGear Go 8+,Accesorios,SmartGear,1,1405447.0,1405447.0
668,,Lucía López,Manizales,ElectroNova X 3S,Accesorios,ElectroNova,1,1294314.0,1229598.3
669,2024-11-07,,,NeoGadgets Go 5,Telefonos,NeoGadgets,3,2019395.9,6058187.699999999
670,,Paula Flores,Cartagena,NeoGadgets Max 3+,Tablets,NeoGadgets,3,1332108.0,3996324.0
670,,Paula Flores,Cartagena,BlueWave Lite 5,Audio,BlueWave,1,,
671,,Valentina Pérez,Ibagué,QuantumX X 7+,Wearables,QuantumX,3,,
671,,Valentina Pérez,Ibagué,UrbanTech Lite 8,Audio,UrbanTech,3,955649.0,2723599.65
671,,Valentina Pérez,Ibagué,MegaDevices Lite 1,Audio,MegaDevices,2,1843042.0,3501779.8
671,,Valentina Pérez,Ibagué,MegaDevices Lite 8,Telefonos,MegaDevices,3,598140.0,1794420.0
672,,Juan Torres,Ibagué,MegaDevices Max 9+,Wearables,MegaDevices,3,1435185.0,3659721.75
672,,Juan Torres,Ibagué,UrbanTech X 2+,Wearables,UrbanTech,2,131.115,249.1185
672,,Juan Torres,Ibagué,MegaDevices Pro 2S,Telefonos,MegaDevices,2,,
673,,Sara Hernández,Bucaramanga,SunDigital Air 1+,Telefonos,SunDigital,1,,
673,,Sara Hernández,Bucaramanga,SunDigital Lite 2,Audio,SunDigital,3,4391740.0,11857698.0
673,,Sara Hernández,Bucaramanga,QuantumX Go 8+,Audio,QuantumX,3,2706346.54,7307135.658
674,,Jorge Hernández,Bucaramanga,SmartGear Pro 6S,Accesorios,SmartGear,3,627.063,1599.01065
675,2024-01-31,Felipe Díaz,Ibagué,MegaDevices Air 9,Wearables,MegaDevices,2,2587697.0,5175394.0
675,2024-01-31,Felipe Díaz,Ibagué,AlphaMobile Max 7S,Audio,AlphaMobile,1,,
675,2024-01-31,Felipe Díaz,Ibagué,BlueWave X 9+,Telefonos,BlueWave,2,3707915.0,7045038.5
676,,Sofía Rodríguez,Cali,NeoGadgets Go 6+,Wearables,NeoGadgets,1,3815690.75,3243337.1374999997
677,,Camilo Hernández,Manizales,SunDigital Pro 8,Accesorios,SunDigital,3,3189864.0,9569592.0
678,,Paula Pérez,Villavicencio,NeoGadgets Pro 4S,Telefonos,NeoGadgets,2,882431.0,1588375.8
678,,Paula Pérez,Villavicencio,MegaDevices Lite 3,Telefonos,MegaDevices,2,1259263.0,2140747.1
679,,Ana Martínez,Villavicencio,SmartGear Air 6,Telefonos,Smart Gear,2,,
679,,Ana Martínez,Villavicencio,UrbanTech X 7,Wearables,UrbanTech,2,3118343.08,6236686.16
679,,Ana Martínez,Villavicencio,UrbanTech Lite 1,Audio,UrbanTech,1,1325951.0,1325951.0
679,,Ana Martínez,Villavicencio,BlueWave Lite 5+,Tablets,BlueWave,3,2205621.0,5624333.55
680,2024-08-05,Andrés García,Medellín,ElectroNova X 3S,Accesorios,ElectroNova,1,1294314.0,1164882.6
680,2024-08-05,Andrés García,Medellín,ElectroNova Lite 9,Tablets,ElectroNova,2,3459366.0,6918732.0
680,2024-08-05,Andrés García,Medellín,TecnoPlus Go 7S,Accesorios,TecnoPlus,2,,
681,,Lucía Torres,Villavicencio,MegaDevices Lite 3,Telefonos,MegaDevices,1,1259263.0,1133336.7
681,,Lucía Torres,Villavicencio,SunDigital Pro 6S,Tablets,SunDigital,3,4139865.0,10556655.75
681,,Lucía Torres,Villavicencio,SmartGear Air 6+,Tablets,SmartGear,1,,
682,2024-10-03,Jorge García,Ibagué,MegaDevices Max 9+,Wearables,MegaDevices,2,,
682,2024-10-03,Jorge García,Ibagué,TecnoPlus Go 7S,Accesorios,TecnoPlus,2,4880133.0,9760266.0
682,2024-10-03,Jorge García,Ibagué,BlueWave Air 9+,Audio,BlueWave,3,3565005.0,10160264.25
683,2024-01-13,Lucía Díaz,Bucaramanga,SmartGear Max 7+,Wearables,Smart Gear,2,4824000.0,9648000.0
684,,Carlos Díaz,Cali,AlphaMobile Go 4S,Accesorios,AlphaMobile,3,4997513.0,13493285.1
684,,Carlos Díaz,Cali,SmartGear Pro 6S,Accesorios,SmartGear,1,627063.0,533003.5499999999
684,,Carlos Díaz,Cali,SunDigital X 7+,Audio,SunDigital,2,4340127.0,8246241.3
684,,Carlos Díaz,Cali,BlueWave Air 1+,Wearables,BlueWave,3,,
685,2023-03-15,María Flores,Villavicencio,TecnoPlus Pro 7+,Accesorios,TecnoPlus,3,2456806.0,7370418.0
685,2023-03-15,María Flores,Villavicencio,UrbanTech Lite 1,Audio,UrbanTech,3,,
685,2023-03-15,María Flores,Villavicencio,TecnoPlus Air 4S,Accesorios,TecnoPlus,2,644394.0,1288788.0
685,2023-03-15,María Flores,Villavicencio,SmartGear Max 7+,Wearables,Smart Gear,1,4824000.0,4824000.0
686,,Lucía López,Villavicencio,UrbanTech Pro 4S,Telefonos,UrbanTech,2,,
686,,Lucía López,Villavicencio,AlphaMobile Air 4+,Audio,AlphaMobile,3,1055681.95,3167045.8499999996
687,,Felipe Martínez,Cali,SunDigital Air 2,Accesorios,SunDigital,3,2771120.0,8313360.0
687,,Felipe Martínez,Cali,SmartGear Go 5+,Wearables,SmartGear,1,942638.0,942638.0
687,,Felipe Martínez,Cali,ElectroNova Max 5+,Wearables,ElectroNova,2,1353991.23,2437184.214
687,,Felipe Martínez,Cali,UrbanTech Go 1S,Accesorios,UrbanTech,1,,
688,2023-10-06,Diana Rodríguez,Pereira,SmartGear Max 1S,Telefonos,SmartGear,2,2635858.0,5008130.2
688,2023-10-06,Diana Rodríguez,Pereira,SmartGear Max 3,Tablets,SmartGear,2,4581655.0,9163310.0
688,2023-10-06,Diana Rodríguez,Pereira,SunDigital Pro 9S,Audio,SunDigital,2,1271127.51,2415142.269
688,2023-10-06,Diana Rodríguez,Pereira,TecnoPlus X 3+,Tablets,TecnoPlus,3,2276064.0,6828192.0
689,2024-08-06,Jorge Gómez,Medellín,UrbanTech X 5+,Tablets,UrbanTech,3,3856110.0,11568330.0
689,2024-08-06,Jorge Gómez,Medellín,TecnoPlus Pro 8,Telefonos,TecnoPlus,3,3645464.0,9842752.8
690,,Carlos López,Pereira,AlphaMobile Max 8+,Audio,Alpha Mobile,2,416140.67,749053.206
690,,Carlos López,Pereira,SmartGear Pro 6S,Accesorios,SmartGear,1,627.063,533.00355
690,,Carlos López,Pereira,SmartGear Max 3,Tablets,SmartGear,1,4581655.0,4123489.5
691,,Felipe Díaz,Ibagué,TecnoPlus Pro 7+,Accesorios,TecnoPlus,1,,
691,,Felipe Díaz,Ibagué,AlphaMobile Air 7+,Telefonos,AlphaMobile,2,,
691,,Felipe Díaz,Ibagué,BlueWave Lite 9+,Wearables,BlueWave,1,,
692,,Juan Flores,Bogota,MegaDevices Air 6S,Wearables,MegaDevices,2,4738605.0,9477210.0
692,,Juan Flores,Bogota,BlueWave Air 9S,Audio,BlueWave,1,2333766.93,2333766.93
692,,Juan Flores,Bogota,AlphaMobile Air 7+,Telefonos,AlphaMobile,2,3016871.64,6033743.28
692,,Juan Flores,Bogota,SunDigital Pro 6S,Tablets,SunDigital,1,,
693,,Diana Gómez,Ibagué,TecnoPlus Max 4+,Tablets,Tecno+,3,174657.0,523971.0
693,,Diana Gómez,Ibagué,BlueWave Max 1S,Telefonos,BlueWave,1,435800.0,435800.0
694,,Paula Flores,Cartagena,MegaDevices X 6S,Audio,MegaDevices,1,365.472,310.65119999999996
694,,Paula Flores,Cartagena,ElectroNova Lite 9,Tablets,ElectroNova,3,,
695,,Juan Díaz,Pereira,ElectroNova Go 4+,Audio,ElectroNova,2,819012.0,1638024.0
695,,Juan Díaz,Pereira,UrbanTech Lite 8,Audio,UrbanTech,1,955649.25,955649.25
695,,Juan Díaz,Pereira,AlphaMobile Air 1S,Accesorios,AlphaMobile,3,1287774.0,3476989.8000000003
696,,Andrés Gómez,Medellín,TecnoPlus Pro 7+,Accesorios,TecnoPlus,2,2456806.0,4913612.0
696,,Andrés Gómez,Medellín,MegaDevices Air 9,Wearables,MegaDevices,3,,
696,,Andrés Gómez,Medellín,SunDigital Lite 4S,Tablets,SunDigital,3,3769366.0,11308098.0
697,2025-04-02,Felipe García,Barranquilla,BlueWave Lite 5,Audio,BlueWave,2,2147975.0,4295950.0
698,,Lucía Díaz,Pereira,ElectroNova Air 2+,Tablets,ElectroNova,3,624798.0,1874394.0
699,,Ana Hernández,Barranquilla,BlueWave Lite 5+,Tablets,BlueWave,1,2205621.0,2205621.0
699,,Ana Hernández,Barranquilla,SmartGear Max 1S,Telefonos,SmartGear,2,2635858.0,4744544.4
700,,Jorge Gómez,Cali,BlueWave Go 8,Wearables,BlueWave,3,4914749.0,14744247.0
700,,Jorge Gómez,Cali,QuantumX Go 2+,Accesorios,QuantumX,1,1906962.0,1906962.0
700,,Jorge Gómez,Cali,MegaDevices Lite 6+,Telefonos,MegaDevices,2,2039825.0,3467702.5
701,2023-06-12,Luis López,Bucaramanga,SmartGear Max 1S,Telefonos,SmartGear,2,2635858.0,4480958.6
701,2023-06-12,Luis López,Bucaramanga,MegaDevices Go 4+,Accesorios,MegaDevices,1,1632530.0,1632530.0
701,2023-06-12,Luis López,Bucaramanga,SunDigital Max 6+,Tablets,SunDigital,2,806.093,1370.3581
701,2023-06-12,Luis López,Bucaramanga,NeoGadgets Go 5,Telefonos,NeoGadgets,2,2019395.0,3634911.0
702,,Carlos Torres,Barranquila,BlueWave Go 1S,Audio,BlueWave,1,,
703,,Paula Gómez,Ibagué,QuantumX Max 3,Tablets,QuantumX,2,1299813.0,2599626.0
703,,Paula Gómez,Ibagué,TecnoPlus X 3+,Tablets,TecnoPlus,3,,
703,,Paula Gómez,Ibagué,NeoGadgets Go 6,Wearables,NeoGadgets,2,561349.0,1122698.0
703,,Paula Gómez,Ibagué,SmartGear Air 6,Telefonos,Smart Gear,3,2430572.63,6562546.101
704,,Paula Flores,Bogotá,NeoGadgets Go 6+,Wearables,NeoGadgets,3,3815690.12,11447070.36
704,,Paula Flores,Bogotá,SunDigital Air 1+,Telefonos,SunDigital,3,3440466.0,8773188.299999999
704,,Paula Flores,Bogotá,AlphaMobile Go 8,Accesorios,AlphaMobile,1,,
705,2025-01-16,María Pérez,Cartagena,NeoGadgets Go 6,Wearables,NeoGadgets,2,561349.71,1066564.4489999998
705,2025-01-16,María Pérez,Cartagena,SmartGear Go 8+,Accesorios,SmartGear,1,,
705,2025-01-16,María Pérez,Cartagena,SunDigital Air 1+,Telefonos,SunDigital,3,3440466.0,8773188.299999999
706,,Lucía Castro,Medellín,ElectroNova X 3S,Accesorios,ElectroNova,1,1294314.13,1294314.13
706,,Lucía Castro,Medellín,AlphaMobile Go 9+,Accesorios,AlphaMobile,2,1052897.96,1789926.532
706,,Lucía Castro,Medellín,NeoGadgets Air 4+,Tablets,NeoGadgets,1,625.543,625.543
706,,Lucía Castro,Medellín,SunDigital Go 6,Tablets,SunDigital,3,,
707,,Paula Pérez,Ibagué,MegaDevices Go 2S,Audio,MegaDevices,1,3539574.0,3539574.0
707,,Paula Pérez,Ibagué,UrbanTech Lite 1,Audio,UrbanTech,3,1325951.91,3580070.1569999997
708,,Andrés Pérez,Manizales,SunDigital Pro 9S,Audio,SunDigital,2,1271127.0,2288028.6
708,,Andrés Pérez,Manizales,TecnoPlus Max 1,Wearables,Tecno+,2,1111854.0,2223708.0
708,,Andrés Pérez,Manizales,MegaDevices Lite 6+,Telefonos,MegaDevices,3,2039825.64,5507529.228
709,,Jorge Ramírez,Barranquilla,QuantumX Lite 2S,Telefonos,QuantumX,1,2945519.0,2945519.0
709,,Jorge Ramírez,Barranquilla,BlueWave Lite 5+,Tablets,BlueWave,3,2205621.0,6616863.0
709,,Jorge Ramírez,Barranquilla,BlueWave Go 2S,Accesorios,BlueWave,1,3384331.0,3045897.9
710,,Sara Díaz,Bogota,BlueWave Air 7S,Telefonos,BlueWave,3,959346.36,2590235.1720000003
710,,Sara Díaz,Bogota,BlueWave Pro 7+,Wearables,BlueWave,3,1117767.59,3185637.6315
710,,Sara Díaz,Bogota,SmartGear Max 8,Accesorios,SmartGear,1,4824854.0,4824854.0
711,,Felipe Martínez,Bogota,UrbanTech Pro 6,Accesorios,UrbanTech,1,2898043.0,2753140.85
711,,Felipe Martínez,Bogota,MegaDevices Pro 2S,Telefonos,MegaDevices,1,4725858.0,4725858.0
712,,Sara Pérez,Barranquila,SunDigital Lite 1+,Audio,SunDigital,2,3498575.0,6297435.0
712,,Sara Pérez,Barranquila,BlueWave Lite 9+,Wearables,BlueWave,1,1947159.15,1947159.15
712,,Sara Pérez,Barranquila,UrbanTech X 7S,Tablets,UrbanTech,3,1844766.0,5257583.1
713,,Felipe Rodríguez,Barranquilla,NeoGadgets Pro 4S,Telefonos,NeoGadgets,3,882.431,2647.293
714,2024-02-20,Carlos García,Bucaramanga,SunDigital Air 5+,Tablets,SunDigital,3,,
714,2024-02-20,Carlos García,Bucaramanga,QuantumX Go 8+,Audio,QuantumX,3,2706346.0,7713086.1
714,2024-02-20,Carlos García,Bucaramanga,NeoGadgets Lite 8,Telefonos,NeoGadgets,3,,
715,,Valentina Ramírez,Bucaramanga,MegaDevices Pro 5+,Audio,MegaDevices,1,2224256.0,2001830.4000000001
715,,Valentina Ramírez,Bucaramanga,SunDigital Lite 4S,Tablets,SunDigital,3,3769366.0,11308098.0
715,,Valentina Ramírez,Bucaramanga,QuantumX Max 9+,Audio,QuantumX,2,,
715,,Valentina Ramírez,Bucaramanga,MegaDevices Air 9,Wearables,MegaDevices,1,2587697.15,2199542.5774999997
716,,Valentina Flores,Pereira,SmartGear Lite 8+,Audio,SmartGear,2,622826.0,1245652.0
716,,Valentina Flores,Pereira,MegaDevices Lite 1,Audio,MegaDevices,2,,
716,,Valentina Flores,Pereira,MegaDevices Lite 3,Telefonos,MegaDevices,3,,
717,,Ana Rodríguez,Cali,TecnoPlus Pro 3+,Telefonos,TecnoPlus,3,3616384.0,9221779.2
718,,Juan Rodríguez,Ibagué,UrbanTech Max 2S,Accesorios,UrbanTech,2,3586342.0,7172684.0
718,,Juan Rodríguez,Ibagué,MegaDevices Pro 5+,Audio,MegaDevices,2,2224256.56,3781236.152
718,,Juan Rodríguez,Ibagué,MegaDevices X 2+,Audio,MegaDevices,3,1647274.0,4447639.8
718,,Juan Rodríguez,Ibagué,MegaDevices Go 4+,Accesorios,MegaDevices,1,1632530.0,1632530.0
719,,Sara Hernández,Cali,MegaDevices Air 7+,Accesorios,MegaDevices,1,,
719,,Sara Hernández,Cali,MegaDevices Lite 8,Telefonos,MegaDevices,2,598.14,1016.838
719,,Sara Hernández,Cali,BlueWave Pro 5S,Tablets,BlueWave,3,,
719,,Sara Hernández,Cali,UrbanTech Lite 5,Audio,UrbanTech,2,3758135.0,7516270.0
720,2023-08-25,María Flores,Barranquila,BlueWave Max 9,Wearables,BlueWave,3,521205.0,1563615.0
720,2023-08-25,María Flores,Barranquila,SmartGear Lite 7S,Audio,SmartGear,3,880653.29,2245665.8895
720,2023-08-25,María Flores,Barranquila,ElectroNova Air 7+,Tablets,ElectroNova,2,,
721,,Paula Hernández,Cali,QuantumX Pro 2+,Telefonos,QuantumX,3,2985680.0,8957040.0
721,,Paula Hernández,Cali,MegaDevices Go 4+,Accesorios,MegaDevices,3,,
722,,Diana Pérez,Bogota,NeoGadgets Max 3+,Tablets,NeoGadgets,1,1332108.0,1132291.8
722,,Diana Pérez,Bogota,BlueWave X 1S,Audio,BlueWave,3,,
722,,Diana Pérez,Bogota,BlueWave X 8+,Audio,BlueWave,2,2145528.0,4291056.0
722,,Diana Pérez,Bogota,BlueWave X 8S,Wearables,BlueWave,3,1375195.0,4125585.0
723,,Camilo Gómez,Bogotá,QuantumX X 3S,Telefonos,QuantumX,1,2293514.65,2293514.65
